Subject,channel,exp_cond,value,Experiment,Condition,Base_task
Subj17,17,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj17,18,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj17,19,comp_sem_task_hbo,-0.000103,Comprehension,Semantic,Task
Subj17,20,comp_sem_task_hbo,-0.000114,Comprehension,Semantic,Task
Subj17,21,comp_sem_task_hbo,-3.03E-05,Comprehension,Semantic,Task
Subj17,22,comp_sem_task_hbo,4.00E-05,Comprehension,Semantic,Task
Subj17,24,comp_sem_task_hbo,-9.80E-05,Comprehension,Semantic,Task
Subj17,25,comp_sem_task_hbo,-1.28E-05,Comprehension,Semantic,Task
Subj17,26,comp_sem_task_hbo,7.23E-06,Comprehension,Semantic,Task
Subj17,27,comp_sem_task_hbo,-3.65E-05,Comprehension,Semantic,Task
Subj17,28,comp_sem_task_hbo,4.08E-05,Comprehension,Semantic,Task
Subj17,29,comp_sem_task_hbo,7.17E-06,Comprehension,Semantic,Task
Subj17,30,comp_sem_task_hbo,-3.93E-05,Comprehension,Semantic,Task
Subj17,31,comp_sem_task_hbo,-1.30E-05,Comprehension,Semantic,Task
Subj17,33,comp_sem_task_hbo,-2.87E-06,Comprehension,Semantic,Task
Subj17,34,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj17,35,comp_sem_task_hbo,-6.38E-06,Comprehension,Semantic,Task
Subj17,36,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,1,comp_sem_task_hbo,8.20E-06,Comprehension,Semantic,Task
Subj18,2,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,3,comp_sem_task_hbo,-5.68E-05,Comprehension,Semantic,Task
Subj18,4,comp_sem_task_hbo,-5.34E-05,Comprehension,Semantic,Task
Subj18,6,comp_sem_task_hbo,4.23E-06,Comprehension,Semantic,Task
Subj18,7,comp_sem_task_hbo,-2.04E-05,Comprehension,Semantic,Task
Subj18,8,comp_sem_task_hbo,6.72E-06,Comprehension,Semantic,Task
Subj18,9,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,10,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,11,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,12,comp_sem_task_hbo,4.05E-05,Comprehension,Semantic,Task
Subj18,13,comp_sem_task_hbo,2.17E-05,Comprehension,Semantic,Task
Subj18,15,comp_sem_task_hbo,6.17E-05,Comprehension,Semantic,Task
Subj18,16,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,17,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,18,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,19,comp_sem_task_hbo,-8.72E-06,Comprehension,Semantic,Task
Subj18,20,comp_sem_task_hbo,-1.19E-05,Comprehension,Semantic,Task
Subj18,21,comp_sem_task_hbo,2.10E-05,Comprehension,Semantic,Task
Subj18,22,comp_sem_task_hbo,3.35E-05,Comprehension,Semantic,Task
Subj18,24,comp_sem_task_hbo,1.86E-05,Comprehension,Semantic,Task
Subj18,25,comp_sem_task_hbo,-3.35E-05,Comprehension,Semantic,Task
Subj18,26,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,27,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,28,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,29,comp_sem_task_hbo,6.79E-05,Comprehension,Semantic,Task
Subj18,30,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,31,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,33,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,34,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,35,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj18,36,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj19,1,comp_sem_task_hbo,-1.40E-05,Comprehension,Semantic,Task
Subj19,2,comp_sem_task_hbo,2.06E-06,Comprehension,Semantic,Task
Subj19,3,comp_sem_task_hbo,4.91E-05,Comprehension,Semantic,Task
Subj19,4,comp_sem_task_hbo,-1.70E-05,Comprehension,Semantic,Task
Subj19,6,comp_sem_task_hbo,4.81E-05,Comprehension,Semantic,Task
Subj19,7,comp_sem_task_hbo,9.83E-05,Comprehension,Semantic,Task
Subj19,8,comp_sem_task_hbo,5.60E-05,Comprehension,Semantic,Task
Subj19,9,comp_sem_task_hbo,2.49E-05,Comprehension,Semantic,Task
Subj19,10,comp_sem_task_hbo,7.78E-05,Comprehension,Semantic,Task
Subj19,11,comp_sem_task_hbo,5.23E-05,Comprehension,Semantic,Task
Subj19,12,comp_sem_task_hbo,5.05E-06,Comprehension,Semantic,Task
Subj19,13,comp_sem_task_hbo,1.45E-05,Comprehension,Semantic,Task
Subj19,15,comp_sem_task_hbo,4.72E-05,Comprehension,Semantic,Task
Subj19,16,comp_sem_task_hbo,-3.51E-05,Comprehension,Semantic,Task
Subj19,17,comp_sem_task_hbo,9.24E-06,Comprehension,Semantic,Task
Subj19,18,comp_sem_task_hbo,-5.43E-07,Comprehension,Semantic,Task
Subj19,19,comp_sem_task_hbo,3.13E-05,Comprehension,Semantic,Task
Subj19,20,comp_sem_task_hbo,1.20E-05,Comprehension,Semantic,Task
Subj19,21,comp_sem_task_hbo,2.20E-05,Comprehension,Semantic,Task
Subj19,22,comp_sem_task_hbo,4.52E-05,Comprehension,Semantic,Task
Subj19,24,comp_sem_task_hbo,-1.13E-05,Comprehension,Semantic,Task
Subj19,25,comp_sem_task_hbo,2.25E-05,Comprehension,Semantic,Task
Subj19,26,comp_sem_task_hbo,-1.49E-05,Comprehension,Semantic,Task
Subj19,27,comp_sem_task_hbo,-4.50E-05,Comprehension,Semantic,Task
Subj19,28,comp_sem_task_hbo,2.03E-05,Comprehension,Semantic,Task
Subj19,29,comp_sem_task_hbo,-3.21E-05,Comprehension,Semantic,Task
Subj19,30,comp_sem_task_hbo,-5.86E-05,Comprehension,Semantic,Task
Subj19,31,comp_sem_task_hbo,-4.01E-05,Comprehension,Semantic,Task
Subj19,33,comp_sem_task_hbo,-4.68E-05,Comprehension,Semantic,Task
Subj19,34,comp_sem_task_hbo,-3.36E-05,Comprehension,Semantic,Task
Subj19,35,comp_sem_task_hbo,-5.79E-05,Comprehension,Semantic,Task
Subj19,36,comp_sem_task_hbo,-3.91E-05,Comprehension,Semantic,Task
Subj20,1,comp_sem_task_hbo,-2.74E-05,Comprehension,Semantic,Task
Subj20,2,comp_sem_task_hbo,-3.99E-05,Comprehension,Semantic,Task
Subj20,3,comp_sem_task_hbo,-1.53E-05,Comprehension,Semantic,Task
Subj20,4,comp_sem_task_hbo,-1.70E-05,Comprehension,Semantic,Task
Subj20,6,comp_sem_task_hbo,-2.83E-05,Comprehension,Semantic,Task
Subj20,7,comp_sem_task_hbo,-2.73E-05,Comprehension,Semantic,Task
Subj20,8,comp_sem_task_hbo,-3.50E-05,Comprehension,Semantic,Task
Subj20,9,comp_sem_task_hbo,7.40E-06,Comprehension,Semantic,Task
Subj20,10,comp_sem_task_hbo,-3.73E-07,Comprehension,Semantic,Task
Subj20,11,comp_sem_task_hbo,1.24E-05,Comprehension,Semantic,Task
Subj20,12,comp_sem_task_hbo,5.98E-06,Comprehension,Semantic,Task
Subj20,13,comp_sem_task_hbo,2.48E-06,Comprehension,Semantic,Task
Subj20,15,comp_sem_task_hbo,1.30E-05,Comprehension,Semantic,Task
Subj20,16,comp_sem_task_hbo,2.84E-05,Comprehension,Semantic,Task
Subj20,17,comp_sem_task_hbo,1.56E-05,Comprehension,Semantic,Task
Subj20,18,comp_sem_task_hbo,4.81E-05,Comprehension,Semantic,Task
Subj20,19,comp_sem_task_hbo,-3.98E-05,Comprehension,Semantic,Task
Subj20,20,comp_sem_task_hbo,-1.74E-05,Comprehension,Semantic,Task
Subj20,21,comp_sem_task_hbo,-3.14E-05,Comprehension,Semantic,Task
Subj20,22,comp_sem_task_hbo,-1.37E-05,Comprehension,Semantic,Task
Subj20,24,comp_sem_task_hbo,-2.83E-05,Comprehension,Semantic,Task
Subj20,25,comp_sem_task_hbo,-2.46E-05,Comprehension,Semantic,Task
Subj20,26,comp_sem_task_hbo,-2.94E-07,Comprehension,Semantic,Task
Subj20,27,comp_sem_task_hbo,3.20E-05,Comprehension,Semantic,Task
Subj20,28,comp_sem_task_hbo,3.39E-05,Comprehension,Semantic,Task
Subj20,29,comp_sem_task_hbo,4.09E-05,Comprehension,Semantic,Task
Subj20,30,comp_sem_task_hbo,2.73E-05,Comprehension,Semantic,Task
Subj20,31,comp_sem_task_hbo,9.15E-06,Comprehension,Semantic,Task
Subj20,33,comp_sem_task_hbo,3.22E-05,Comprehension,Semantic,Task
Subj20,34,comp_sem_task_hbo,5.57E-06,Comprehension,Semantic,Task
Subj20,35,comp_sem_task_hbo,-7.39E-07,Comprehension,Semantic,Task
Subj20,36,comp_sem_task_hbo,-3.08E-05,Comprehension,Semantic,Task
Subj21,1,comp_sem_task_hbo,-6.68E-07,Comprehension,Semantic,Task
Subj21,2,comp_sem_task_hbo,-3.96E-05,Comprehension,Semantic,Task
Subj21,3,comp_sem_task_hbo,1.53E-05,Comprehension,Semantic,Task
Subj21,4,comp_sem_task_hbo,1.45E-05,Comprehension,Semantic,Task
Subj21,6,comp_sem_task_hbo,-4.35E-05,Comprehension,Semantic,Task
Subj21,7,comp_sem_task_hbo,-3.24E-05,Comprehension,Semantic,Task
Subj21,8,comp_sem_task_hbo,-5.40E-05,Comprehension,Semantic,Task
Subj21,9,comp_sem_task_hbo,-3.37E-05,Comprehension,Semantic,Task
Subj21,10,comp_sem_task_hbo,-1.12E-05,Comprehension,Semantic,Task
Subj21,11,comp_sem_task_hbo,-2.10E-05,Comprehension,Semantic,Task
Subj21,12,comp_sem_task_hbo,-5.34E-05,Comprehension,Semantic,Task
Subj21,13,comp_sem_task_hbo,-3.98E-05,Comprehension,Semantic,Task
Subj21,15,comp_sem_task_hbo,-6.59E-05,Comprehension,Semantic,Task
Subj21,16,comp_sem_task_hbo,-3.67E-05,Comprehension,Semantic,Task
Subj21,17,comp_sem_task_hbo,-6.05E-05,Comprehension,Semantic,Task
Subj21,18,comp_sem_task_hbo,-4.70E-05,Comprehension,Semantic,Task
Subj21,19,comp_sem_task_hbo,-1.97E-05,Comprehension,Semantic,Task
Subj21,20,comp_sem_task_hbo,-2.66E-05,Comprehension,Semantic,Task
Subj21,21,comp_sem_task_hbo,5.98E-05,Comprehension,Semantic,Task
Subj21,22,comp_sem_task_hbo,3.27E-06,Comprehension,Semantic,Task
Subj21,24,comp_sem_task_hbo,-9.70E-06,Comprehension,Semantic,Task
Subj21,25,comp_sem_task_hbo,-4.58E-05,Comprehension,Semantic,Task
Subj21,26,comp_sem_task_hbo,-4.68E-05,Comprehension,Semantic,Task
Subj21,27,comp_sem_task_hbo,-6.35E-05,Comprehension,Semantic,Task
Subj21,28,comp_sem_task_hbo,3.50E-05,Comprehension,Semantic,Task
Subj21,29,comp_sem_task_hbo,-7.55E-06,Comprehension,Semantic,Task
Subj21,30,comp_sem_task_hbo,1.24E-05,Comprehension,Semantic,Task
Subj21,31,comp_sem_task_hbo,-8.10E-05,Comprehension,Semantic,Task
Subj21,33,comp_sem_task_hbo,-1.34E-05,Comprehension,Semantic,Task
Subj21,34,comp_sem_task_hbo,-2.30E-05,Comprehension,Semantic,Task
Subj21,35,comp_sem_task_hbo,-4.67E-05,Comprehension,Semantic,Task
Subj21,36,comp_sem_task_hbo,-3.22E-05,Comprehension,Semantic,Task
Subj22,1,comp_sem_task_hbo,-2.55E-05,Comprehension,Semantic,Task
Subj22,2,comp_sem_task_hbo,-4.44E-05,Comprehension,Semantic,Task
Subj22,3,comp_sem_task_hbo,1.88E-05,Comprehension,Semantic,Task
Subj22,4,comp_sem_task_hbo,4.25E-06,Comprehension,Semantic,Task
Subj22,6,comp_sem_task_hbo,2.44E-05,Comprehension,Semantic,Task
Subj22,7,comp_sem_task_hbo,2.86E-07,Comprehension,Semantic,Task
Subj22,8,comp_sem_task_hbo,-4.40E-05,Comprehension,Semantic,Task
Subj22,9,comp_sem_task_hbo,-1.32E-05,Comprehension,Semantic,Task
Subj22,10,comp_sem_task_hbo,2.21E-06,Comprehension,Semantic,Task
Subj22,11,comp_sem_task_hbo,4.15E-05,Comprehension,Semantic,Task
Subj22,12,comp_sem_task_hbo,1.25E-05,Comprehension,Semantic,Task
Subj22,13,comp_sem_task_hbo,2.51E-05,Comprehension,Semantic,Task
Subj22,15,comp_sem_task_hbo,6.75E-05,Comprehension,Semantic,Task
Subj22,16,comp_sem_task_hbo,7.24E-07,Comprehension,Semantic,Task
Subj22,17,comp_sem_task_hbo,1.38E-05,Comprehension,Semantic,Task
Subj22,18,comp_sem_task_hbo,-2.81E-05,Comprehension,Semantic,Task
Subj22,19,comp_sem_task_hbo,-3.13E-05,Comprehension,Semantic,Task
Subj22,20,comp_sem_task_hbo,1.19E-05,Comprehension,Semantic,Task
Subj22,21,comp_sem_task_hbo,2.61E-05,Comprehension,Semantic,Task
Subj22,22,comp_sem_task_hbo,4.31E-05,Comprehension,Semantic,Task
Subj22,24,comp_sem_task_hbo,3.36E-05,Comprehension,Semantic,Task
Subj22,25,comp_sem_task_hbo,-7.48E-07,Comprehension,Semantic,Task
Subj22,26,comp_sem_task_hbo,1.72E-05,Comprehension,Semantic,Task
Subj22,27,comp_sem_task_hbo,3.05E-05,Comprehension,Semantic,Task
Subj22,28,comp_sem_task_hbo,-6.24E-05,Comprehension,Semantic,Task
Subj22,29,comp_sem_task_hbo,2.41E-05,Comprehension,Semantic,Task
Subj22,30,comp_sem_task_hbo,3.70E-05,Comprehension,Semantic,Task
Subj22,31,comp_sem_task_hbo,-3.51E-06,Comprehension,Semantic,Task
Subj22,33,comp_sem_task_hbo,6.93E-05,Comprehension,Semantic,Task
Subj22,34,comp_sem_task_hbo,0.000103,Comprehension,Semantic,Task
Subj22,35,comp_sem_task_hbo,-8.03E-06,Comprehension,Semantic,Task
Subj22,36,comp_sem_task_hbo,6.04E-05,Comprehension,Semantic,Task
Subj23,1,comp_sem_task_hbo,-8.94E-05,Comprehension,Semantic,Task
Subj23,2,comp_sem_task_hbo,-6.81E-05,Comprehension,Semantic,Task
Subj23,3,comp_sem_task_hbo,-6.93E-05,Comprehension,Semantic,Task
Subj23,4,comp_sem_task_hbo,-0.000105,Comprehension,Semantic,Task
Subj23,6,comp_sem_task_hbo,-7.32E-05,Comprehension,Semantic,Task
Subj23,7,comp_sem_task_hbo,-6.80E-05,Comprehension,Semantic,Task
Subj23,8,comp_sem_task_hbo,-0.000118,Comprehension,Semantic,Task
Subj23,9,comp_sem_task_hbo,-6.13E-05,Comprehension,Semantic,Task
Subj23,10,comp_sem_task_hbo,-2.06E-05,Comprehension,Semantic,Task
Subj23,11,comp_sem_task_hbo,-6.41E-05,Comprehension,Semantic,Task
Subj23,12,comp_sem_task_hbo,4.33E-05,Comprehension,Semantic,Task
Subj23,13,comp_sem_task_hbo,6.95E-05,Comprehension,Semantic,Task
Subj23,15,comp_sem_task_hbo,-7.83E-05,Comprehension,Semantic,Task
Subj23,16,comp_sem_task_hbo,-1.53E-05,Comprehension,Semantic,Task
Subj23,17,comp_sem_task_hbo,3.27E-05,Comprehension,Semantic,Task
Subj23,18,comp_sem_task_hbo,4.55E-05,Comprehension,Semantic,Task
Subj23,19,comp_sem_task_hbo,-4.46E-05,Comprehension,Semantic,Task
Subj23,20,comp_sem_task_hbo,-9.25E-05,Comprehension,Semantic,Task
Subj23,21,comp_sem_task_hbo,-6.18E-06,Comprehension,Semantic,Task
Subj23,22,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj23,24,comp_sem_task_hbo,-7.40E-05,Comprehension,Semantic,Task
Subj23,25,comp_sem_task_hbo,-1.60E-05,Comprehension,Semantic,Task
Subj23,26,comp_sem_task_hbo,NA,Comprehension,Semantic,Task
Subj23,27,comp_sem_task_hbo,5.20E-05,Comprehension,Semantic,Task
Subj23,28,comp_sem_task_hbo,1.34E-05,Comprehension,Semantic,Task
Subj23,29,comp_sem_task_hbo,-2.88E-05,Comprehension,Semantic,Task
Subj23,30,comp_sem_task_hbo,0.000125,Comprehension,Semantic,Task
Subj23,31,comp_sem_task_hbo,0.000147,Comprehension,Semantic,Task
Subj23,33,comp_sem_task_hbo,-6.48E-05,Comprehension,Semantic,Task
Subj23,34,comp_sem_task_hbo,-3.70E-05,Comprehension,Semantic,Task
Subj23,35,comp_sem_task_hbo,0.000108,Comprehension,Semantic,Task
Subj23,36,comp_sem_task_hbo,6.55E-05,Comprehension,Semantic,Task
Subj02,1,prod_phon_baseline_hbo,4.85E-08,Production,Phonological,Baseline
Subj02,2,prod_phon_baseline_hbo,4.70E-08,Production,Phonological,Baseline
Subj02,3,prod_phon_baseline_hbo,-3.29E-08,Production,Phonological,Baseline
Subj02,4,prod_phon_baseline_hbo,1.03E-08,Production,Phonological,Baseline
Subj02,6,prod_phon_baseline_hbo,8.66E-09,Production,Phonological,Baseline
Subj02,7,prod_phon_baseline_hbo,8.07E-08,Production,Phonological,Baseline
Subj02,8,prod_phon_baseline_hbo,9.25E-08,Production,Phonological,Baseline
Subj02,9,prod_phon_baseline_hbo,5.57E-08,Production,Phonological,Baseline
Subj02,10,prod_phon_baseline_hbo,-8.94E-08,Production,Phonological,Baseline
Subj02,11,prod_phon_baseline_hbo,2.14E-09,Production,Phonological,Baseline
Subj02,12,prod_phon_baseline_hbo,-5.46E-08,Production,Phonological,Baseline
Subj02,13,prod_phon_baseline_hbo,1.54E-07,Production,Phonological,Baseline
Subj02,15,prod_phon_baseline_hbo,2.54E-07,Production,Phonological,Baseline
Subj02,16,prod_phon_baseline_hbo,-2.42E-08,Production,Phonological,Baseline
Subj02,17,prod_phon_baseline_hbo,3.15E-08,Production,Phonological,Baseline
Subj02,18,prod_phon_baseline_hbo,-1.34E-09,Production,Phonological,Baseline
Subj02,19,prod_phon_baseline_hbo,5.46E-09,Production,Phonological,Baseline
Subj02,20,prod_phon_baseline_hbo,1.50E-08,Production,Phonological,Baseline
Subj02,21,prod_phon_baseline_hbo,-3.09E-08,Production,Phonological,Baseline
Subj02,22,prod_phon_baseline_hbo,-5.79E-08,Production,Phonological,Baseline
Subj02,24,prod_phon_baseline_hbo,-9.27E-08,Production,Phonological,Baseline
Subj02,25,prod_phon_baseline_hbo,1.30E-09,Production,Phonological,Baseline
Subj02,26,prod_phon_baseline_hbo,-8.63E-08,Production,Phonological,Baseline
Subj02,27,prod_phon_baseline_hbo,2.13E-08,Production,Phonological,Baseline
Subj02,28,prod_phon_baseline_hbo,3.39E-09,Production,Phonological,Baseline
Subj02,29,prod_phon_baseline_hbo,1.78E-09,Production,Phonological,Baseline
Subj02,30,prod_phon_baseline_hbo,4.87E-08,Production,Phonological,Baseline
Subj02,31,prod_phon_baseline_hbo,-2.52E-08,Production,Phonological,Baseline
Subj02,33,prod_phon_baseline_hbo,4.10E-08,Production,Phonological,Baseline
Subj02,34,prod_phon_baseline_hbo,8.79E-08,Production,Phonological,Baseline
Subj02,35,prod_phon_baseline_hbo,-3.11E-08,Production,Phonological,Baseline
Subj02,36,prod_phon_baseline_hbo,4.19E-08,Production,Phonological,Baseline
Subj03,1,prod_phon_baseline_hbo,-4.86E-08,Production,Phonological,Baseline
Subj03,2,prod_phon_baseline_hbo,3.65E-08,Production,Phonological,Baseline
Subj03,3,prod_phon_baseline_hbo,4.85E-09,Production,Phonological,Baseline
Subj03,4,prod_phon_baseline_hbo,3.23E-08,Production,Phonological,Baseline
Subj03,6,prod_phon_baseline_hbo,1.60E-08,Production,Phonological,Baseline
Subj03,7,prod_phon_baseline_hbo,5.08E-08,Production,Phonological,Baseline
Subj03,8,prod_phon_baseline_hbo,-4.60E-08,Production,Phonological,Baseline
Subj03,9,prod_phon_baseline_hbo,-4.54E-08,Production,Phonological,Baseline
Subj03,10,prod_phon_baseline_hbo,2.57E-08,Production,Phonological,Baseline
Subj03,11,prod_phon_baseline_hbo,7.91E-08,Production,Phonological,Baseline
Subj03,12,prod_phon_baseline_hbo,9.77E-08,Production,Phonological,Baseline
Subj03,13,prod_phon_baseline_hbo,8.76E-09,Production,Phonological,Baseline
Subj03,15,prod_phon_baseline_hbo,-1.64E-08,Production,Phonological,Baseline
Subj03,16,prod_phon_baseline_hbo,-6.91E-08,Production,Phonological,Baseline
Subj03,17,prod_phon_baseline_hbo,6.25E-08,Production,Phonological,Baseline
Subj03,18,prod_phon_baseline_hbo,-2.01E-07,Production,Phonological,Baseline
Subj03,19,prod_phon_baseline_hbo,-1.53E-07,Production,Phonological,Baseline
Subj03,20,prod_phon_baseline_hbo,-5.94E-08,Production,Phonological,Baseline
Subj03,21,prod_phon_baseline_hbo,-1.16E-07,Production,Phonological,Baseline
Subj03,22,prod_phon_baseline_hbo,-5.59E-08,Production,Phonological,Baseline
Subj03,24,prod_phon_baseline_hbo,-5.73E-08,Production,Phonological,Baseline
Subj03,25,prod_phon_baseline_hbo,4.84E-08,Production,Phonological,Baseline
Subj03,26,prod_phon_baseline_hbo,-2.38E-08,Production,Phonological,Baseline
Subj03,27,prod_phon_baseline_hbo,-4.20E-08,Production,Phonological,Baseline
Subj03,28,prod_phon_baseline_hbo,-2.66E-08,Production,Phonological,Baseline
Subj03,29,prod_phon_baseline_hbo,-1.55E-07,Production,Phonological,Baseline
Subj03,30,prod_phon_baseline_hbo,-3.38E-08,Production,Phonological,Baseline
Subj03,31,prod_phon_baseline_hbo,-1.36E-07,Production,Phonological,Baseline
Subj03,33,prod_phon_baseline_hbo,-1.20E-07,Production,Phonological,Baseline
Subj03,34,prod_phon_baseline_hbo,-4.21E-08,Production,Phonological,Baseline
Subj03,35,prod_phon_baseline_hbo,-1.04E-07,Production,Phonological,Baseline
Subj03,36,prod_phon_baseline_hbo,1.78E-08,Production,Phonological,Baseline
Subj04,1,prod_phon_baseline_hbo,-2.56E-05,Production,Phonological,Baseline
Subj04,2,prod_phon_baseline_hbo,-4.44E-05,Production,Phonological,Baseline
Subj04,3,prod_phon_baseline_hbo,3.17E-05,Production,Phonological,Baseline
Subj04,4,prod_phon_baseline_hbo,-5.54E-05,Production,Phonological,Baseline
Subj04,6,prod_phon_baseline_hbo,-1.75E-05,Production,Phonological,Baseline
Subj04,7,prod_phon_baseline_hbo,-7.54E-05,Production,Phonological,Baseline
Subj04,8,prod_phon_baseline_hbo,-3.56E-05,Production,Phonological,Baseline
Subj04,9,prod_phon_baseline_hbo,-2.63E-05,Production,Phonological,Baseline
Subj04,10,prod_phon_baseline_hbo,-3.78E-05,Production,Phonological,Baseline
Subj04,11,prod_phon_baseline_hbo,-4.05E-05,Production,Phonological,Baseline
Subj04,12,prod_phon_baseline_hbo,-2.83E-05,Production,Phonological,Baseline
Subj04,13,prod_phon_baseline_hbo,-1.59E-05,Production,Phonological,Baseline
Subj04,15,prod_phon_baseline_hbo,8.66E-05,Production,Phonological,Baseline
Subj04,16,prod_phon_baseline_hbo,-2.59E-05,Production,Phonological,Baseline
Subj04,17,prod_phon_baseline_hbo,-1.16E-05,Production,Phonological,Baseline
Subj04,18,prod_phon_baseline_hbo,-1.34E-05,Production,Phonological,Baseline
Subj04,19,prod_phon_baseline_hbo,-0.000118,Production,Phonological,Baseline
Subj04,20,prod_phon_baseline_hbo,-4.35E-06,Production,Phonological,Baseline
Subj04,21,prod_phon_baseline_hbo,-1.23E-05,Production,Phonological,Baseline
Subj04,22,prod_phon_baseline_hbo,2.25E-05,Production,Phonological,Baseline
Subj04,24,prod_phon_baseline_hbo,-4.76E-06,Production,Phonological,Baseline
Subj04,25,prod_phon_baseline_hbo,-1.42E-05,Production,Phonological,Baseline
Subj04,26,prod_phon_baseline_hbo,-0.000157,Production,Phonological,Baseline
Subj04,27,prod_phon_baseline_hbo,4.16E-05,Production,Phonological,Baseline
Subj04,28,prod_phon_baseline_hbo,-4.86E-05,Production,Phonological,Baseline
Subj04,29,prod_phon_baseline_hbo,-0.000135,Production,Phonological,Baseline
Subj04,30,prod_phon_baseline_hbo,-6.24E-05,Production,Phonological,Baseline
Subj04,31,prod_phon_baseline_hbo,2.09E-05,Production,Phonological,Baseline
Subj04,33,prod_phon_baseline_hbo,-5.30E-05,Production,Phonological,Baseline
Subj04,34,prod_phon_baseline_hbo,-1.58E-05,Production,Phonological,Baseline
Subj04,35,prod_phon_baseline_hbo,-0.000113,Production,Phonological,Baseline
Subj04,36,prod_phon_baseline_hbo,2.80E-05,Production,Phonological,Baseline
Subj05,1,prod_phon_baseline_hbo,4.29E-08,Production,Phonological,Baseline
Subj05,2,prod_phon_baseline_hbo,5.64E-08,Production,Phonological,Baseline
Subj05,3,prod_phon_baseline_hbo,-2.59E-09,Production,Phonological,Baseline
Subj05,4,prod_phon_baseline_hbo,3.85E-08,Production,Phonological,Baseline
Subj05,6,prod_phon_baseline_hbo,4.59E-08,Production,Phonological,Baseline
Subj05,7,prod_phon_baseline_hbo,6.41E-08,Production,Phonological,Baseline
Subj05,8,prod_phon_baseline_hbo,7.46E-08,Production,Phonological,Baseline
Subj05,9,prod_phon_baseline_hbo,2.19E-08,Production,Phonological,Baseline
Subj05,10,prod_phon_baseline_hbo,9.66E-08,Production,Phonological,Baseline
Subj05,11,prod_phon_baseline_hbo,4.19E-08,Production,Phonological,Baseline
Subj05,12,prod_phon_baseline_hbo,-2.74E-07,Production,Phonological,Baseline
Subj05,13,prod_phon_baseline_hbo,-3.28E-07,Production,Phonological,Baseline
Subj05,15,prod_phon_baseline_hbo,-1.91E-08,Production,Phonological,Baseline
Subj05,16,prod_phon_baseline_hbo,-4.20E-08,Production,Phonological,Baseline
Subj05,17,prod_phon_baseline_hbo,-5.53E-07,Production,Phonological,Baseline
Subj05,18,prod_phon_baseline_hbo,NA,Production,Phonological,Baseline
Subj05,19,prod_phon_baseline_hbo,3.89E-08,Production,Phonological,Baseline
Subj05,20,prod_phon_baseline_hbo,-7.06E-09,Production,Phonological,Baseline
Subj05,21,prod_phon_baseline_hbo,-2.14E-08,Production,Phonological,Baseline
Subj05,22,prod_phon_baseline_hbo,3.74E-08,Production,Phonological,Baseline
Subj05,24,prod_phon_baseline_hbo,1.85E-08,Production,Phonological,Baseline
Subj05,25,prod_phon_baseline_hbo,-7.12E-08,Production,Phonological,Baseline
Subj05,26,prod_phon_baseline_hbo,2.40E-08,Production,Phonological,Baseline
Subj05,27,prod_phon_baseline_hbo,-1.64E-07,Production,Phonological,Baseline
Subj05,28,prod_phon_baseline_hbo,-9.94E-08,Production,Phonological,Baseline
Subj05,29,prod_phon_baseline_hbo,NA,Production,Phonological,Baseline
Subj05,30,prod_phon_baseline_hbo,-2.95E-08,Production,Phonological,Baseline
Subj05,31,prod_phon_baseline_hbo,-2.47E-07,Production,Phonological,Baseline
Subj05,33,prod_phon_baseline_hbo,NA,Production,Phonological,Baseline
Subj05,34,prod_phon_baseline_hbo,NA,Production,Phonological,Baseline
Subj05,35,prod_phon_baseline_hbo,NA,Production,Phonological,Baseline
Subj05,36,prod_phon_baseline_hbo,NA,Production,Phonological,Baseline
Subj06,1,prod_phon_baseline_hbo,5.49E-09,Production,Phonological,Baseline
Subj06,2,prod_phon_baseline_hbo,-1.49E-07,Production,Phonological,Baseline
Subj06,3,prod_phon_baseline_hbo,-2.00E-08,Production,Phonological,Baseline
Subj06,4,prod_phon_baseline_hbo,-3.84E-07,Production,Phonological,Baseline
Subj06,6,prod_phon_baseline_hbo,-1.98E-07,Production,Phonological,Baseline
Subj06,7,prod_phon_baseline_hbo,-2.51E-07,Production,Phonological,Baseline
